0.0,0.0275,0.5242680000000001,0.055,0.2
0.0,0.07468749999999999,0.44393299999999997,0.0031250000000000028,0.01757399999999998
0.0,0.125625,0.6238495,0.095,0.14811699999999994
0.0,0.081875,0.45062749999999996,0.0062500000000000056,0.02426700000000004
0.0,0.1559375,0.561088,0.094375,0.30544
0.0,0.2215625,0.6213385,0.10687500000000003,0.41924700000000015
0.0,0.30093749999999997,0.5619244999999999,0.06937500000000002,0.28870300000000004
0.0,0.3371875,0.5301255,0.025624999999999953,0.16485300000000014
0.0,0.39,0.5728035,0.07500000000000001,0.270293
0.0,0.4934375,0.4953975,0.255625,0.11715500000000001
0.0,0.6484375,0.4732215,0.046875,0.027614999999999945
0.0,0.7934375,0.5577405,0.06937499999999996,0.256903
