,image_name,image_url
1601839,0001be3e7d78372e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0001be3e7d78372e.jpg
1605059,003d95e6cd092860.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/003d95e6cd092860.jpg
1606225,00255b819791bf64.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00255b819791bf64.jpg
1606741,002781d61eca999c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/002781d61eca999c.jpg
1607724,003c5f735b845005.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/003c5f735b845005.jpg
1608574,00406891f1522c6e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00406891f1522c6e.jpg
1609282,003542f650c852eb.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/003542f650c852eb.jpg
1609686,00072e3556ad7e81.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00072e3556ad7e81.jpg
1611942,001cecf004dc4778.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/001cecf004dc4778.jpg
1612746,002867657503a1e1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/002867657503a1e1.jpg
1615242,002abfa9f60be063.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/002abfa9f60be063.jpg
1615253,00482944cf73eabc.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00482944cf73eabc.jpg
1615532,0008c70f64391581.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0008c70f64391581.jpg
1616853,002e5a8b293ba55a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/002e5a8b293ba55a.jpg
1618092,001119b7264d31c8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/001119b7264d31c8.jpg
1620654,003dafc2e4234ca3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/003dafc2e4234ca3.jpg
1621892,0035005d78bf8c89.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0035005d78bf8c89.jpg
1622398,0014b5e8b9147217.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0014b5e8b9147217.jpg
1623720,0035b895cc6af66a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0035b895cc6af66a.jpg
1624015,000665ea2fa6d61b.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000665ea2fa6d61b.jpg
1626323,00296cddcbc1abbf.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00296cddcbc1abbf.jpg
1630707,001c9606f49c59c4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/001c9606f49c59c4.jpg
1630771,0024b9526fcb8ea3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0024b9526fcb8ea3.jpg
1632919,0048498b912c65ad.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0048498b912c65ad.jpg
1633265,002477b0109ca817.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/002477b0109ca817.jpg
1634053,0033fc2fa54e19b9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0033fc2fa54e19b9.jpg
1635359,001a6a36db18a4d9.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/001a6a36db18a4d9.jpg
1636023,00178f2f5ed06d6a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00178f2f5ed06d6a.jpg
1642499,00299e8a13b41ab3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00299e8a13b41ab3.jpg
1645447,000712bbe0a4844f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000712bbe0a4844f.jpg
1646939,00083b384685315d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00083b384685315d.jpg
1649034,002393688aebc335.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/002393688aebc335.jpg
1649795,0048e178f27faa64.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0048e178f27faa64.jpg
1650123,000376d44b3be92e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000376d44b3be92e.jpg
1650149,00188d7f40a84793.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00188d7f40a84793.jpg
1650567,001440d016055ef5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/001440d016055ef5.jpg
1653249,001ab84d87cc2400.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/001ab84d87cc2400.jpg
1654376,001c3e16fa23bdc1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/001c3e16fa23bdc1.jpg
1654744,00404c3466952aa5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00404c3466952aa5.jpg
1655880,00384ea6e18fcf78.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00384ea6e18fcf78.jpg
1657061,000c651c2aeb5619.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000c651c2aeb5619.jpg
1658980,000596bc75926abe.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000596bc75926abe.jpg
1664120,000b4796f7fb05df.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b4796f7fb05df.jpg
1664446,002ed9b4bf200beb.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/002ed9b4bf200beb.jpg
1666292,002fa07e116a1cc8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/002fa07e116a1cc8.jpg
1668555,003bd3139f1b0b94.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/003bd3139f1b0b94.jpg
1668582,00329126ef1d0980.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00329126ef1d0980.jpg
1668972,004a25966536139d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/004a25966536139d.jpg
1669599,0048136217f9f8dd.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0048136217f9f8dd.jpg
1671909,0035d5dda522f6ac.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0035d5dda522f6ac.jpg
1671913,003d8aee4ce3eef1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/003d8aee4ce3eef1.jpg
1672447,003236343c8ff7f2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/003236343c8ff7f2.jpg
1672759,001585b6966faee0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/001585b6966faee0.jpg
1672796,00030960ec3d6aae.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00030960ec3d6aae.jpg
1674689,0040bafcc972723e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0040bafcc972723e.jpg
1674871,0016eb70587f37d4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0016eb70587f37d4.jpg
1675935,0033a2bdfd2f8a1b.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0033a2bdfd2f8a1b.jpg
1676667,003bc6ffe8d4bb4e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/003bc6ffe8d4bb4e.jpg
1677807,00356d97cfad3871.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00356d97cfad3871.jpg
1682088,00046a9adb6776ad.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00046a9adb6776ad.jpg
1683098,0028adf0e92c3da2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0028adf0e92c3da2.jpg
1686568,0047dfbba91bafd0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0047dfbba91bafd0.jpg
1687410,0041ab84bd41d945.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0041ab84bd41d945.jpg
1688149,002254e37e6e8622.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/002254e37e6e8622.jpg
1690416,003bd00106a44d31.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/003bd00106a44d31.jpg
1691449,002ec9fdb12169c3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/002ec9fdb12169c3.jpg
1692668,00347cbbeed4bedb.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00347cbbeed4bedb.jpg
1695016,00223b48f037a669.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00223b48f037a669.jpg
1698335,0029d8bae76d9a79.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0029d8bae76d9a79.jpg
